"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"TRINITY_DN1_c0_g1_i3" 1527.90639953363 -0.930756605535132 0.159698361384272 -5.82821637909928 5.60229097841836e-09 1.39683788395231e-06
"TRINITY_DN10098_c0_g1_i2" 427.537747995387 -0.950534699649448 0.24377342197136 -3.89925485708251 9.64891720339493e-05 0.00458246988453296
"TRINITY_DN1016_c0_g1_i1" 157.811656175913 -2.18082004175388 0.425665389426171 -5.12332009114902 3.002020790574e-07 3.66614130832547e-05
"TRINITY_DN1020_c0_g1_i1" 588.744286958875 1.37419641184605 0.381527256538022 3.60183024488344 0.000315984683714551 0.00960125124320063
"TRINITY_DN10318_c0_g1_i1" 1579.36974899916 -0.560590356764745 0.166280973094359 -3.37134397479517 0.000748023965481951 0.0176227378324567
"TRINITY_DN1050_c0_g1_i1" 44107.5277153786 -0.486880975551366 0.162571027142622 -2.99488158566059 0.00274551404439369 0.0424902135334136
"TRINITY_DN1052_c2_g2_i1" 442.586671333882 -3.06847247891939 0.521495088393968 -5.88399113857289 4.00489290422035e-09 1.06189562279107e-06
"TRINITY_DN1060_c0_g1_i2" 656.193976874491 0.776804955606046 0.244260376402072 3.18023318824075 0.00147156582981146 0.0275182810174743
"TRINITY_DN10610_c0_g1_i1" 207.891540079155 1.13225456705363 0.329894824917281 3.43216832012305 0.000598775804885985 0.0151108617294662
"TRINITY_DN10672_c0_g1_i1" 193.345468819913 1.40204495163888 0.329764892493714 4.25165014091247 2.12201176121519e-05 0.0013227206644908
"TRINITY_DN107_c0_g1_i9" 717.679484965794 0.963877727775016 0.310965930115383 3.09962486056712 0.00193765887741613 0.0335891497816606
"TRINITY_DN1076_c0_g1_i4" 280.957630022477 1.54614782866878 0.424440980911492 3.64278639010873 0.000269702644261791 0.00867688507130408
"TRINITY_DN1082_c0_g1_i2" 1387.84338425328 -0.693441142233802 0.163692625419549 -4.23623935688302 2.2729448243383e-05 0.00140219606482891
"TRINITY_DN1090_c3_g1_i1" 9135.61347256736 -1.03511965985359 0.266487245078709 -3.88431220994406 0.00010261997260622 0.00483525918169778
"TRINITY_DN1100_c1_g1_i1" 178.267842798906 -1.21012383092524 0.372387938748272 -3.24963218463222 0.00115554360736329 0.0232039360619528
"TRINITY_DN11036_c5_g1_i1" 79037.0623893194 -1.099609750502 0.255977102338978 -4.29573481555333 1.7411562293738e-05 0.0010967451449024
"TRINITY_DN11127_c0_g1_i1" 3250.15917967796 -0.389235512052941 0.126916535589185 -3.06686209362705 0.00216318632504597 0.0361007836985366
"TRINITY_DN1116_c0_g1_i5" 1230.03016811722 1.04514746675672 0.236785616498657 4.41389761004613 1.01525990215298e-05 0.000690376733464027
"TRINITY_DN1124_c0_g1_i1" 642.270188034398 -1.04695313360577 0.219615157139352 -4.76721710488064 1.86787998544946e-06 0.000180280545692412
"TRINITY_DN113_c0_g2_i7" 782.28705035544 -0.610586465509141 0.208714236588451 -2.92546630018878 0.00343940425790786 0.04900332161743
"TRINITY_DN1136_c0_g1_i1" 743.534465662805 -0.605267414126007 0.188527053386133 -3.21050694451966 0.00132501066873091 0.0252995502692526
"TRINITY_DN1139_c0_g1_i1" 2290.47747681161 0.397709400493961 0.134563897002828 2.95554312376671 0.0031211906034961 0.0464065803583738
"TRINITY_DN114_c0_g1_i2" 402253.866470439 -0.622234364703549 0.111186653624564 -5.59630445219262 2.18969040850107e-08 4.36770246815681e-06
"TRINITY_DN1140_c0_g1_i4" 421.274556408992 0.830660510397325 0.266385051882138 3.11826997997188 0.00181916078907182 0.0319980849466386
"TRINITY_DN116_c0_g1_i1" 933.696249828538 -0.733753877568951 0.248884038655521 -2.94817571079573 0.00319655319247142 0.0468827801562476
"TRINITY_DN1167_c0_g1_i3" 319.700633310832 1.65098162505804 0.317663506812239 5.1972656274738 2.02241278681714e-07 2.52127460756536e-05
"TRINITY_DN1167_c0_g1_i7" 182.915368100637 -4.75511945788332 0.577717423195114 -8.23087424226319 1.85852004659168e-16 1.58876913697209e-13
"TRINITY_DN11674_c0_g1_i1" 17427.0373398079 -0.644969243580196 0.186926446161672 -3.45039055106394 0.000559776096051954 0.0146275116103707
"TRINITY_DN11721_c0_g1_i1" 3243.63594000483 -1.51926115964118 0.223914206802096 -6.78501458812732 1.160747818936e-11 5.78826245709417e-09
"TRINITY_DN1191_c0_g1_i1" 734.199523129234 0.637416866065378 0.186617892986058 3.41562567161232 0.00063635658213524 0.0159314323897823
"TRINITY_DN1202_c0_g1_i1" 702.117461531892 -0.771821742946488 0.208232504560834 -3.70653824951236 0.00021011151608289 0.00761622058199706
"TRINITY_DN12115_c1_g1_i1" 10746.762559037 -0.370378252245019 0.112136482053079 -3.30292377167407 0.000956823939985889 0.0206701604941356
"TRINITY_DN12172_c0_g1_i1" 341.352754039627 -1.19850922046592 0.358685876009088 -3.34138950159151 0.000833601900785686 0.0190591427699791
"TRINITY_DN12172_c0_g1_i2" 1006.40965708736 -0.95652793500055 0.176984997857072 -5.40457070702126 6.49637936004736e-08 1.02300879185588e-05
"TRINITY_DN1232_c0_g1_i1" 984.319844699331 -0.866813008631707 0.189734870594637 -4.56854876446843 4.91112815075252e-06 0.000386686721764514
"TRINITY_DN1232_c0_g1_i2" 192.507288823895 1.61711055578535 0.485906252803303 3.32802993675399 0.000874624672690139 0.0195289329902156
