Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN22660_c0_g1_i1	0	18.183	0	0	1	sp	Q8SRI3	MRK1_ENCCU	50	50	22	1	173	24	136	182	2.8e-07	55.5	MRK1_ENCCU	reviewed	Probable serine/threonine-protein kinase MRK1 homolog (EC 2.7.11.1)	MRK1 ECU07_1270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	318	cell cycle [GO:0007049]; cell division [GO:0051301]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; cell cycle [GO:0007049]; cell division [GO:0051301]	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0007049; GO:0051301
TRINITY_DN4618_c0_g2_i1	0	1.819	0	0	1	sp	Q5XH07	THNS2_XENLA	51	402	185	6	1414	227	76	471	1e-106	388.7	THNS2_XENLA	reviewed	Threonine synthase-like 2 (TSH2) (EC 4.2.3.-)	thnsl2	Xenopus laevis (African clawed frog)	472			lyase activity [GO:0016829]	lyase activity [GO:0016829]	GO:0016829
TRINITY_DN7946_c0_g1_i1	0	7.647	0	0	1	sp	Q6ING2	PUS10_XENLA	41.2	114	64	2	8	340	392	505	3.6e-17	89.4	PUS10_XENLA	reviewed	Putative tRNA pseudouridine synthase Pus10 (EC 5.4.99.25) (Coiled-coil domain-containing protein 139) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	pus10 ccdc139	Xenopus laevis (African clawed frog)	515	pseudouridine synthesis [GO:0001522]; tRNA processing [GO:0008033]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]; tRNA processing [GO:0008033]	GO:0001522; GO:0003723; GO:0008033; GO:0009982
TRINITY_DN26505_c0_g1_i1	0	7.072	0	0	1	sp	Q9D2J7	ANKE1_MOUSE	41	61	36	0	326	144	538	598	2.9e-06	52.8	ANKE1_MOUSE	reviewed	Ankyrin repeat and EF-hand domain-containing protein 1 (Ankyrin repeat domain-containing protein 5)	Ankef1 Ankrd5	Mus musculus (Mouse)	775					
TRINITY_DN26283_c0_g1_i1	0	11.436	0	0	1	sp	Q59HJ6	LONM_BOVIN	57.6	85	36	0	255	1	690	774	9.5e-21	100.5	LONM_BOVIN	reviewed	Lon protease homolog, mitochondrial (EC 3.4.21.-) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)	LONP1 PRSS15	Bos taurus (Bovine)	961	misfolded or incompletely synthesized protein catabolic process [GO:0006515]; mitochondrion organization [GO:0007005]; modification-dependent protein catabolic process [GO:0019941]	mitochondrial matrix [GO:0005759]	ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; mitochondrial light strand promoter anti-sense binding [GO:0070361]; serine-type endopeptidase activity [GO:0004252]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; mitochondrial light strand promoter anti-sense binding [GO:0070361]; serine-type endopeptidase activity [GO:0004252]; misfolded or incompletely synthesized protein catabolic process [GO:0006515]; mitochondrion organization [GO:0007005]; modification-dependent protein catabolic process [GO:0019941]	GO:0004176; GO:0004252; GO:0005524; GO:0005759; GO:0006515; GO:0007005; GO:0019941; GO:0070361
TRINITY_DN821_c0_g1_i2	0	0.845	0	0	1	sp	Q9CU62	SMC1A_MOUSE	49.3	975	482	7	4290	1384	4	972	1.5e-169	599	SMC1A_MOUSE	reviewed	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)	Smc1a Sb1.8 Smc1 Smc1l1 Smcb	Mus musculus (Mouse)	1233	cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of DNA endoreduplication [GO:0032876]; response to DNA damage checkpoint signaling [GO:0072423]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]; stem cell population maintenance [GO:0019827]	cohesin complex [GO:0008278]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; mediator complex binding [GO:0036033]; protein complex binding [GO:0032403]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]	cohesin complex [GO:0008278]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; mediator complex binding [GO:0036033]; protein complex binding [GO:0032403]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]; cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of DNA endoreduplication [GO:0032876]; response to DNA damage checkpoint signaling [GO:0072423]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]; stem cell population maintenance [GO:0019827]	GO:0000776; GO:0003682; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0007062; GO:0007064; GO:0008278; GO:0009314; GO:0019827; GO:0030893; GO:0032403; GO:0032876; GO:0036033; GO:0046982; GO:0051301; GO:0051321; GO:0072423
TRINITY_DN821_c0_g1_i2	0	0.845	0	0	1	sp	Q9CU62	SMC1A_MOUSE	59.2	262	106	1	1405	623	963	1224	9.8e-73	277.3	SMC1A_MOUSE	reviewed	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)	Smc1a Sb1.8 Smc1 Smc1l1 Smcb	Mus musculus (Mouse)	1233	cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of DNA endoreduplication [GO:0032876]; response to DNA damage checkpoint signaling [GO:0072423]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]; stem cell population maintenance [GO:0019827]	cohesin complex [GO:0008278]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; mediator complex binding [GO:0036033]; protein complex binding [GO:0032403]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]	cohesin complex [GO:0008278]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; mediator complex binding [GO:0036033]; protein complex binding [GO:0032403]; protein heterodimerization activity [GO:0046982]; RNA binding [GO:0003723]; cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of DNA endoreduplication [GO:0032876]; response to DNA damage checkpoint signaling [GO:0072423]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]; stem cell population maintenance [GO:0019827]	GO:0000776; GO:0003682; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0007062; GO:0007064; GO:0008278; GO:0009314; GO:0019827; GO:0030893; GO:0032403; GO:0032876; GO:0036033; GO:0046982; GO:0051301; GO:0051321; GO:0072423
TRINITY_DN28867_c0_g1_i1	10.458	10.525	0	0	1	sp	Q9ULR0	ISY1_HUMAN	47.7	65	31	2	25	219	6	67	2.3e-07	55.8	ISY1_HUMAN	reviewed	Pre-mRNA-splicing factor ISY1 homolog	ISY1 KIAA1160	Homo sapiens (Human)	285	generation of catalytic spliceosome for second transesterification step [GO:0000350]; mRNA 3'-splice site recognition [GO:0000389]; mRNA splicing, via spliceosome [GO:0000398]; transcription-coupled nucleotide-excision repair [GO:0006283]	catalytic step 1 spliceosome [GO:0071012]; catalytic step 2 spliceosome [GO:0071013]; nucleoplasm [GO:0005654]; post-mRNA release spliceosomal complex [GO:0071014]; post-spliceosomal complex [GO:0071020]; Prp19 complex [GO:0000974]	RNA binding [GO:0003723]	catalytic step 1 spliceosome [GO:0071012]; catalytic step 2 spliceosome [GO:0071013]; nucleoplasm [GO:0005654]; post-mRNA release spliceosomal complex [GO:0071014]; post-spliceosomal complex [GO:0071020]; Prp19 complex [GO:0000974]; RNA binding [GO:0003723]; generation of catalytic spliceosome for second transesterification step [GO:0000350]; mRNA 3'-splice site recognition [GO:0000389]; mRNA splicing, via spliceosome [GO:0000398]; transcription-coupled nucleotide-excision repair [GO:0006283]	GO:0000350; GO:0000389; GO:0000398; GO:0000974; GO:0003723; GO:0005654; GO:0006283; GO:0071012; GO:0071013; GO:0071014; GO:0071020
TRINITY_DN1982_c0_g1_i10	13.75	6.894	0.838	0	1	sp	Q8BH64	EHD2_MOUSE	27.9	172	100	8	618	145	61	222	4.2e-07	57	EHD2_MOUSE	reviewed	EH domain-containing protein 2	Ehd2	Mus musculus (Mouse)	543	cortical actin cytoskeleton organization [GO:0030866]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; plasma membrane tubulation [GO:0097320]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of myoblast fusion [GO:1901741]; protein localization to plasma membrane [GO:0072659]	caveola [GO:0005901]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; protein domain specific binding [GO:0019904]	caveola [GO:0005901]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; protein domain specific binding [GO:0019904]; cortical actin cytoskeleton organization [GO:0030866]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; plasma membrane tubulation [GO:0097320]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of myoblast fusion [GO:1901741]; protein localization to plasma membrane [GO:0072659]	GO:0005509; GO:0005524; GO:0005525; GO:0005829; GO:0005886; GO:0005901; GO:0006897; GO:0015630; GO:0016020; GO:0016787; GO:0019898; GO:0019904; GO:0030866; GO:0032456; GO:0045171; GO:0048471; GO:0055038; GO:0070062; GO:0072659; GO:0097320; GO:1901741; GO:2001137
TRINITY_DN9033_c0_g1_i1	0	0.631	0	0	1	sp	Q8LKS5	LACS7_ARATH	48	221	106	2	795	136	478	690	6.3e-55	215.7	LACS7_ARATH	reviewed	Long chain acyl-CoA synthetase 7, peroxisomal (EC 6.2.1.3)	LACS7 At5g27600 F15A18.60	Arabidopsis thaliana (Mouse-ear cress)	700	fatty acid metabolic process [GO:0006631]; response to ozone [GO:0010193]; response to salt stress [GO:0009651]	peroxisome [GO:0005777]	ATP binding [GO:0005524]; decanoate--CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	peroxisome [GO:0005777]; ATP binding [GO:0005524]; decanoate--CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; fatty acid metabolic process [GO:0006631]; response to ozone [GO:0010193]; response to salt stress [GO:0009651]	GO:0004467; GO:0005524; GO:0005777; GO:0006631; GO:0009651; GO:0010193; GO:0102391
