Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN2467_c0_g1_i6	0	0	1.686	0	2	sp	Q5I012	S38AA_MOUSE	39	333	199	4	1039	50	12	343	5.8e-63	243	S38AA_MOUSE	reviewed	Putative sodium-coupled neutral amino acid transporter 10 (Solute carrier family 38 member 10)	Slc38a10	Mus musculus (Mouse)	1090	amino acid transmembrane transport [GO:0003333]; bone development [GO:0060348]; sodium ion transport [GO:0006814]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]	amino acid transmembrane transporter activity [GO:0015171]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transmembrane transport [GO:0003333]; bone development [GO:0060348]; sodium ion transport [GO:0006814]	GO:0003333; GO:0005794; GO:0006814; GO:0015171; GO:0016021; GO:0060348
TRINITY_DN3058_c0_g1_i2	0	0	14.125	9.895	2	sp	Q58DG6	FXL20_BOVIN	60.3	431	171	0	1392	100	6	436	5e-154	545.8	FXL20_BOVIN	reviewed	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20)	FBXL20	Bos taurus (Bovine)	436	behavioral fear response [GO:0001662]	cytoplasm [GO:0005737]		cytoplasm [GO:0005737]; behavioral fear response [GO:0001662]	GO:0001662; GO:0005737
TRINITY_DN3597_c0_g1_i1	0	0	0.161	0	2	sp	Q6ZQ08	CNOT1_MOUSE	68.6	614	173	7	1937	108	1766	2363	5.5e-244	845.1	CNOT1_MOUSE	reviewed	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)	Cnot1 Kiaa1007	Mus musculus (Mouse)	2375	gene silencing by miRNA [GO:0035195]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of stem cell population maintenance [GO:2000036]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; transcription, DNA-templated [GO:0006351]; trophectodermal cell differentiation [GO:0001829]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; peroxisomal membrane [GO:0005778]	armadillo repeat domain binding [GO:0070016]; estrogen receptor binding [GO:0030331]; protein complex scaffold [GO:0032947]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; RNA binding [GO:0003723]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; peroxisomal membrane [GO:0005778]; armadillo repeat domain binding [GO:0070016]; estrogen receptor binding [GO:0030331]; protein complex scaffold [GO:0032947]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; RNA binding [GO:0003723]; gene silencing by miRNA [GO:0035195]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of stem cell population maintenance [GO:2000036]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; transcription, DNA-templated [GO:0006351]; trophectodermal cell differentiation [GO:0001829]	GO:0000122; GO:0000288; GO:0000932; GO:0001829; GO:0003723; GO:0005615; GO:0005634; GO:0005778; GO:0005829; GO:0006351; GO:0010606; GO:0016020; GO:0017148; GO:0019904; GO:0030014; GO:0030015; GO:0030331; GO:0032947; GO:0033147; GO:0035195; GO:0042974; GO:0048387; GO:0060213; GO:0061014; GO:0070016; GO:0090503; GO:1900153; GO:2000036
TRINITY_DN513_c0_g1_i2	3.536	6.343	17.212	11.166	2	sp	Q9W5D4	POMT2_DROME	53.6	745	284	7	168	2255	34	765	6e-231	802	POMT2_DROME	reviewed	Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2) (DmPOMT2) (dPOMT2) (Protein twisted)	tw Pomt2 CG12311	Drosophila melanogaster (Fruit fly)	765	ER-associated misfolded protein catabolic process [GO:0071712]; lipid glycosylation [GO:0030259]; muscle attachment [GO:0016203]; muscle organ development [GO:0007517]; protein O-linked mannosylation [GO:0035269]; sarcomere organization [GO:0045214]; somatic muscle development [GO:0007525]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; ER-associated misfolded protein catabolic process [GO:0071712]; lipid glycosylation [GO:0030259]; muscle attachment [GO:0016203]; muscle organ development [GO:0007517]; protein O-linked mannosylation [GO:0035269]; sarcomere organization [GO:0045214]; somatic muscle development [GO:0007525]	GO:0004169; GO:0005783; GO:0005789; GO:0007517; GO:0007525; GO:0016021; GO:0016203; GO:0030259; GO:0035269; GO:0045214; GO:0071712
TRINITY_DN664_c0_g1_i1	2.161	0	11.75	11.742	2	sp	Q6P298	NUBP1_DANRE	44.1	304	159	6	2272	1391	7	309	1.6e-69	265.8	NUBP1_DANRE	reviewed	Cytosolic Fe-S cluster assembly factor nubp1 (Nucleotide-binding protein 1) (NBP 1)	nubp1 zgc:92138	Danio rerio (Zebrafish) (Brachydanio rerio)	321	iron-sulfur cluster assembly [GO:0016226]	cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	GO:0005524; GO:0005829; GO:0016226; GO:0046872; GO:0051536; GO:0051539
TRINITY_DN451_c0_g1_i14	0	0	9.698	13.847	2	sp	Q9BG99	TREX1_BOVIN	34	197	112	4	854	276	52	234	1.2e-21	105.5	TREX1_BOVIN	reviewed	Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1)	TREX1	Bos taurus (Bovine)	315	cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 3'-5' exonuclease activity [GO:0008408]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; 3'-5' exonuclease activity [GO:0008408]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	GO:0003676; GO:0005634; GO:0005789; GO:0005829; GO:0006259; GO:0006281; GO:0007049; GO:0008296; GO:0008408; GO:0008853; GO:0046872
TRINITY_DN428_c0_g1_i1	0	0	0.174	0	2	sp	Q6GVM6	DDX3Y_PANTR	71	482	108	4	1730	297	125	578	1e-191	671.4	DDX3Y_PANTR	reviewed	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	DDX3Y	Pan troglodytes (Chimpanzee)	660	chromosome segregation [GO:0007059]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; translational initiation [GO:0006413]	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; RNA binding [GO:0003723]	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; chromosome segregation [GO:0007059]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; translational initiation [GO:0006413]	GO:0003677; GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005829; GO:0006413; GO:0007059; GO:0010468; GO:0010501; GO:0016020; GO:0036464
TRINITY_DN1660_c0_g1_i2	0	0	6.407	1.326	2	sp	Q9NVV4	PAPD1_HUMAN	40.6	143	82	1	549	130	337	479	1.7e-21	105.1	PAPD1_HUMAN	reviewed	Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)	MTPAP PAPD1	Homo sapiens (Human)	582	histone mRNA catabolic process [GO:0071044]; mRNA polyadenylation [GO:0006378]; transcription, DNA-templated [GO:0006351]	intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polynucleotide adenylyltransferase activity [GO:0004652]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; UTP binding [GO:0002134]	intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polynucleotide adenylyltransferase activity [GO:0004652]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; UTP binding [GO:0002134]; histone mRNA catabolic process [GO:0071044]; mRNA polyadenylation [GO:0006378]; transcription, DNA-templated [GO:0006351]	GO:0000287; GO:0002134; GO:0003723; GO:0004652; GO:0005524; GO:0005739; GO:0006351; GO:0006378; GO:0030145; GO:0042802; GO:0042803; GO:0043231; GO:0071044
TRINITY_DN1317_c0_g1_i14	0	0	8.687	0	2	sp	Q9QZD8	DIC_MOUSE	65.2	138	47	1	1023	613	1	138	3.3e-45	184.1	DIC_MOUSE	reviewed	Mitochondrial dicarboxylate carrier (Solute carrier family 25 member 10)	Slc25a10 Dic	Mus musculus (Mouse)	287	malate transmembrane transport [GO:0071423]; mitochondrial transport [GO:0006839]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; phosphate ion transmembrane transporter activity [GO:0015114]; phosphate transmembrane transporter activity [GO:1901677]; secondary active transmembrane transporter activity [GO:0015291]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; phosphate ion transmembrane transporter activity [GO:0015114]; phosphate transmembrane transporter activity [GO:1901677]; secondary active transmembrane transporter activity [GO:0015291]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]; malate transmembrane transport [GO:0071423]; mitochondrial transport [GO:0006839]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]	GO:0005634; GO:0005654; GO:0005739; GO:0005743; GO:0006839; GO:0008272; GO:0015114; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015291; GO:0015297; GO:0015709; GO:0015729; GO:0016021; GO:0035435; GO:0071422; GO:0071423; GO:1901677
TRINITY_DN1317_c0_g1_i14	0	0	8.687	0	2	sp	Q9QZD8	DIC_MOUSE	57.5	80	32	2	610	371	209	286	7.7e-18	93.2	DIC_MOUSE	reviewed	Mitochondrial dicarboxylate carrier (Solute carrier family 25 member 10)	Slc25a10 Dic	Mus musculus (Mouse)	287	malate transmembrane transport [GO:0071423]; mitochondrial transport [GO:0006839]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; phosphate ion transmembrane transporter activity [GO:0015114]; phosphate transmembrane transporter activity [GO:1901677]; secondary active transmembrane transporter activity [GO:0015291]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; phosphate ion transmembrane transporter activity [GO:0015114]; phosphate transmembrane transporter activity [GO:1901677]; secondary active transmembrane transporter activity [GO:0015291]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]; malate transmembrane transport [GO:0071423]; mitochondrial transport [GO:0006839]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]	GO:0005634; GO:0005654; GO:0005739; GO:0005743; GO:0006839; GO:0008272; GO:0015114; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015291; GO:0015297; GO:0015709; GO:0015729; GO:0016021; GO:0035435; GO:0071422; GO:0071423; GO:1901677
