Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN2467_c0_g1_i6	0	0	1.686	0	2	sp	Q5I012	S38AA_MOUSE	39	333	199	4	1039	50	12	343	5.8e-63	243	S38AA_MOUSE	reviewed	Putative sodium-coupled neutral amino acid transporter 10 (Solute carrier family 38 member 10)	Slc38a10	Mus musculus (Mouse)	1090	amino acid transmembrane transport [GO:0003333]; bone development [GO:0060348]; sodium ion transport [GO:0006814]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]	amino acid transmembrane transporter activity [GO:0015171]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transmembrane transport [GO:0003333]; bone development [GO:0060348]; sodium ion transport [GO:0006814]	GO:0003333; GO:0005794; GO:0006814; GO:0015171; GO:0016021; GO:0060348
TRINITY_DN401_c0_g1_i8	0.322	0	1.873	3.668	2	sp	Q86X10	RLGPB_HUMAN	39.8	1602	762	36	153	4706	1	1484	3e-296	1020	RLGPB_HUMAN	reviewed	Ral GTPase-activating protein subunit beta (p170)	RALGAPB KIAA1219	Homo sapiens (Human)	1494	activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]		GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]	GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]; activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]	GO:0005096; GO:0046982; GO:0051056; GO:0090630
TRINITY_DN543_c0_g1_i3	0	0	1.272	3.136	2	sp	Q75V66	ANO5_HUMAN	40.1	833	438	18	137	2584	101	889	1.1e-162	575.5	ANO5_HUMAN	reviewed	Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E)	ANO5 GDD1 TMEM16E	Homo sapiens (Human)	913	chloride transport [GO:0006821]; ion transmembrane transport [GO:0034220]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	intracellular calcium activated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; intracellular calcium activated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983]; chloride transport [GO:0006821]; ion transmembrane transport [GO:0034220]	GO:0005229; GO:0005622; GO:0005789; GO:0005886; GO:0006821; GO:0016021; GO:0031982; GO:0034220; GO:0046983
TRINITY_DN330_c1_g1_i2	0.351	1.057	0	4.704	2	sp	Q9R1R2	TRIM3_MOUSE	49.1	668	295	7	2282	291	118	744	1.1e-171	605.1	TRIM3_MOUSE	reviewed	Tripartite motif-containing protein 3 (RING finger protein 22) (RING finger protein HAC1)	Trim3 Hac1 Rnf22	Mus musculus (Mouse)	744	protein transport [GO:0015031]; protein ubiquitination [GO:0016567]	cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; protein transport [GO:0015031]; protein ubiquitination [GO:0016567]	GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0030425; GO:0061630
TRINITY_DN1070_c0_g1_i3	0	2.095	0	2.835	2	sp	Q9EQ06	DHB11_MOUSE	36.7	259	160	2	883	107	6	260	3.8e-42	173.7	DHB11_MOUSE	reviewed	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8)	Hsd17b11 Dhrs8 Pan1b	Mus musculus (Mouse)	298	androgen catabolic process [GO:0006710]; steroid biosynthetic process [GO:0006694]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; lipid particle [GO:0005811]	estradiol 17-beta-dehydrogenase activity [GO:0004303]; steroid dehydrogenase activity [GO:0016229]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; lipid particle [GO:0005811]; estradiol 17-beta-dehydrogenase activity [GO:0004303]; steroid dehydrogenase activity [GO:0016229]; androgen catabolic process [GO:0006710]; steroid biosynthetic process [GO:0006694]	GO:0004303; GO:0005576; GO:0005737; GO:0005811; GO:0006694; GO:0006710; GO:0016229
TRINITY_DN3058_c0_g1_i2	0	0	14.125	9.895	2	sp	Q58DG6	FXL20_BOVIN	60.3	431	171	0	1392	100	6	436	5e-154	545.8	FXL20_BOVIN	reviewed	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20)	FBXL20	Bos taurus (Bovine)	436	behavioral fear response [GO:0001662]	cytoplasm [GO:0005737]		cytoplasm [GO:0005737]; behavioral fear response [GO:0001662]	GO:0001662; GO:0005737
TRINITY_DN3015_c0_g1_i29	0.304	0	0	0.301	2	sp	Q9NHE5	CAPS_DROME	70.4	1182	250	9	13	3327	102	1260	0	1604.3	CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	Drosophila melanogaster (Fruit fly)	1447	dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]	calcium ion binding [GO:0005509]; lipid binding [GO:0008289]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	GO:0005509; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030054; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
TRINITY_DN3015_c0_g1_i29	0.304	0	0	0.301	2	sp	Q9NHE5	CAPS_DROME	49.1	161	80	1	3359	3835	1261	1421	9.3e-38	161	CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	Drosophila melanogaster (Fruit fly)	1447	dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]	calcium ion binding [GO:0005509]; lipid binding [GO:0008289]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	GO:0005509; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030054; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
TRINITY_DN597_c0_g1_i14	0	0	0	12.352	2	sp	Q9VHY5	TAF7_DROME	57.5	181	69	3	140	679	52	225	5.5e-44	180.3	TAF7_DROME	reviewed	Transcription initiation factor TFIID subunit 7 (Transcription initiation factor TFIID 55 kDa subunit) (TAFII-55) (TAFII55)	Taf7 anon-84Ec TAF55 CG2670	Drosophila melanogaster (Fruit fly)	479	regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123]; transcription initiation from RNA polymerase II promoter [GO:0006367]	nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]	histone acetyltransferase binding [GO:0035035]; transcription coactivator activity [GO:0003713]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]	nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; histone acetyltransferase binding [GO:0035035]; transcription coactivator activity [GO:0003713]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123]; transcription initiation from RNA polymerase II promoter [GO:0006367]	GO:0003700; GO:0003713; GO:0005634; GO:0005669; GO:0006355; GO:0006357; GO:0006367; GO:0008134; GO:0035035; GO:0044212; GO:0051123
TRINITY_DN3597_c0_g1_i1	0	0	0.161	0	2	sp	Q6ZQ08	CNOT1_MOUSE	68.6	614	173	7	1937	108	1766	2363	5.5e-244	845.1	CNOT1_MOUSE	reviewed	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)	Cnot1 Kiaa1007	Mus musculus (Mouse)	2375	gene silencing by miRNA [GO:0035195]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of stem cell population maintenance [GO:2000036]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; transcription, DNA-templated [GO:0006351]; trophectodermal cell differentiation [GO:0001829]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; peroxisomal membrane [GO:0005778]	armadillo repeat domain binding [GO:0070016]; estrogen receptor binding [GO:0030331]; protein complex scaffold [GO:0032947]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; RNA binding [GO:0003723]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; peroxisomal membrane [GO:0005778]; armadillo repeat domain binding [GO:0070016]; estrogen receptor binding [GO:0030331]; protein complex scaffold [GO:0032947]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; RNA binding [GO:0003723]; gene silencing by miRNA [GO:0035195]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of stem cell population maintenance [GO:2000036]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; transcription, DNA-templated [GO:0006351]; trophectodermal cell differentiation [GO:0001829]	GO:0000122; GO:0000288; GO:0000932; GO:0001829; GO:0003723; GO:0005615; GO:0005634; GO:0005778; GO:0005829; GO:0006351; GO:0010606; GO:0016020; GO:0017148; GO:0019904; GO:0030014; GO:0030015; GO:0030331; GO:0032947; GO:0033147; GO:0035195; GO:0042974; GO:0048387; GO:0060213; GO:0061014; GO:0070016; GO:0090503; GO:1900153; GO:2000036
